"ts;""comp_amt"";""comp_rgainfinal"";""comp_round"";""num"";""id"";""gr"";""lang"""
"2025-02-13 23:28:21;100000;0;6;499;""u9"";""2"";1"
"2025-02-14 00:17:20;100000;0;10;500;""rT"";""1"";1"
"2025-02-14 01:45:33;100000;0;7;501;""Qp"";""2"";1"
"2025-02-14 02:02:38;100000;0;3;502;""ly"";""1"";1"
"2025-02-14 02:26:08;100000;0;8;503;""2W"";""2"";1"
"2025-02-14 03:20:49;100000;0;6;504;""6p"";""1"";1"
"2025-02-14 03:31:37;100000;0;8;505;""oY"";""2"";1"
"2025-02-14 03:43:07;100000;391165;1;506;""N7"";""1"";1"
"2025-02-14 03:56:23;100000;0;5;507;""pm"";""2"";1"
"2025-02-14 04:05:10;100000;372857;1;508;""lI"";""1"";1"
"2025-02-14 04:13:49;100000;0;13;509;""Jn"";""2"";1"
"2025-02-14 04:32:32;100000;365501;1;510;""TO"";""1"";1"
"2025-02-14 05:58:09;100000;856999;11;511;""Co"";""1"";1"
"2025-02-14 06:54:18;100000;0;12;512;""92"";""2"";1"
"2025-02-14 07:02:55;100000;0;2;513;""ID"";""1"";1"
"2025-02-14 07:14:18;100000;0;10;514;""kN"";""2"";1"
"2025-02-14 07:21:31;100000;0;11;515;""kz"";""1"";1"
"2025-02-14 07:29:39;100000;0;1;516;""62"";""2"";1"
"2025-02-14 07:38:07;100000;0;15;517;""56"";""1"";1"
"2025-02-14 07:53:11;100000;0;15;518;""cX"";""2"";1"
"2025-02-14 07:59:20;100000;0;2;519;""YC"";""1"";1"
"2025-02-14 08:13:13;100000;0;11;520;""VK"";""2"";1"
"2025-02-14 08:23:35;100000;0;14;521;""8a"";""1"";1"
"2025-02-14 08:37:04;100000;992305;10;522;""O7"";""2"";1"
"2025-02-14 08:42:14;100000;0;15;523;""84"";""1"";1"
"2025-02-14 08:48:45;100000;0;13;524;""Km"";""2"";1"
"2025-02-14 09:34:43;100000;0;9;525;""B4"";""1"";1"
"2025-02-14 14:34:19;100000;347328;2;526;""PY"";""2"";1"
"2025-02-14 16:11:30;100000;291875;1;527;""h6"";""1"";1"
"2025-02-14 21:51:38;150000;3209419;13;528;""74"";""1"";1"
"2025-02-16 02:37:44;100000;0;12;529;""DQ"";""2"";1"
"2025-02-17 12:19:07;100000;0;9;530;""HA"";""2"";1"
"2025-02-17 12:20:43;100000;813382;9;531;""7A"";""1"";1"
