"ts;""counter"";""num"";""id"";""gr"";""lang"";""au"""
"2024-11-14 20:52:42;1;1500;""TU"";""2"";1;0"
"2024-11-14 20:59:51;1;1501;""z1"";""1"";1;1"
"2024-11-14 21:00:43;1;1502;""2s"";""2"";1;1"
"2024-11-16 04:12:01;1;1503;""7u"";""1"";1;0"
"2024-11-16 04:12:47;1;1504;""3R"";""2"";1;0"
"2024-11-16 04:13:20;1;1505;""7h"";""1"";1;1"
"2024-11-16 04:24:50;1;1506;""4R"";""2"";1;1"
"2024-11-16 04:25:49;1;1507;""1L"";""1"";1;0"
"2024-11-16 04:29:23;1;1508;""jg"";""2"";1;0"
"2024-11-16 04:29:39;1;1509;""Ir"";""1"";1;1"
"2024-11-16 04:30:00;1;1510;""qv"";""2"";1;1"
"2024-11-16 04:39:07;1;1511;""nO"";""1"";1;0"
"2024-11-16 04:40:04;1;1512;""rF"";""2"";1;0"
"2024-11-16 04:40:15;1;1513;""3T"";""1"";1;1"
"2024-11-16 04:47:25;1;1514;""mN"";""2"";1;1"
"2024-11-16 04:48:19;1;1515;""EV"";""1"";1;0"
"2024-11-16 04:48:30;1;1516;""GN"";""2"";1;0"
"2024-11-16 04:49:01;1;1517;""VH"";""1"";1;1"
"2024-11-16 04:49:02;1;1518;""ZD"";""2"";1;1"
"2024-11-16 04:49:16;1;1519;""gy"";""1"";1;0"
"2024-11-16 04:49:34;1;1520;""kr"";""2"";1;0"
"2024-11-16 05:23:53;1;1521;""7t"";""1"";1;1"
"2024-11-16 05:24:35;1;1522;""y6"";""2"";1;1"
"2024-11-16 05:41:01;1;1523;""8c"";""1"";1;0"
"2024-11-16 05:43:03;1;1524;""cS"";""2"";1;0"
"2024-11-18 23:27:47;1;1525;""XJ"";""1"";1;1"
"2024-11-18 23:38:16;1;1526;""RE"";""2"";1;1"
"2024-11-18 23:41:40;1;1527;""YW"";""1"";1;0"
"2024-11-18 23:56:33;1;1528;""Ep"";""2"";1;0"
"2024-11-18 23:58:51;1;1529;""3N"";""1"";1;1"
"2024-11-18 23:59:11;1;1530;""1P"";""2"";1;1"
"2024-11-18 23:59:24;1;1531;""fM"";""1"";1;0"
"2024-11-19 00:05:28;1;1532;""oB"";""2"";1;0"
"2024-11-19 00:12:40;1;1533;""2q"";""1"";1;1"
"2024-11-19 00:16:41;1;1534;""wJ"";""2"";1;1"
"2024-11-19 00:19:44;1;1535;""mo"";""1"";1;0"
"2024-11-19 00:20:03;1;1536;""Bk"";""2"";1;0"
"2024-11-19 00:26:33;1;1537;""VG"";""1"";1;1"
"2024-11-19 00:37:13;1;1538;""2B"";""2"";1;1"
"2024-11-19 00:44:54;1;1539;""es"";""1"";1;0"
"2024-11-19 00:50:38;1;1540;""fV"";""2"";1;0"
"2024-11-19 01:02:10;1;1541;""7v"";""1"";1;1"
"2024-11-19 01:02:51;1;1542;""6T"";""2"";1;1"
"2024-11-19 01:03:04;1;1543;""1H"";""1"";1;0"
"2024-11-19 01:03:19;1;1544;""Fw"";""2"";1;0"
"2024-11-19 01:07:30;1;1545;""Ej"";""1"";1;1"
"2024-11-19 01:07:48;1;1546;""PZ"";""2"";1;1"
"2024-11-19 01:08:11;1;1547;""nR"";""1"";1;0"
"2024-11-19 01:08:34;1;1548;""ar"";""2"";1;0"
"2024-11-19 01:09:11;1;1549;""cl"";""1"";1;1"
"2024-11-19 01:15:59;1;1550;""IL"";""2"";1;1"
"2024-11-19 01:46:54;1;1551;""WP"";""1"";0;0"
"2024-11-19 01:53:02;1;1552;""pR"";""1"";1;1"
"2024-11-19 02:52:52;1;1553;""KS"";""2"";1;0"
"2024-11-19 02:52:52;1;1554;""iS"";""2"";1;0"
"2024-11-19 02:52:53;1;1555;""vS"";""1"";1;0"
"2024-11-19 02:57:19;1;1556;""Wq"";""2"";1;1"
"2024-11-19 03:02:17;1;1557;""0S"";""1"";1;1"
"2024-11-19 03:24:00;1;1558;""kw"";""2"";1;0"
"2024-11-19 03:27:47;1;1559;""kt"";""1"";1;0"
"2024-11-19 03:28:52;1;1560;""yP"";""2"";1;1"
"2024-11-19 04:19:32;1;1561;""UF"";""1"";1;1"
"2024-11-19 04:20:16;1;1562;""d5"";""2"";1;0"
"2024-11-19 04:20:45;1;1563;""k5"";""1"";1;0"
"2024-11-19 04:21:00;1;1564;""Kw"";""2"";1;1"
"2024-11-19 04:26:34;1;1565;""LT"";""1"";1;1"
"2024-11-19 04:44:42;1;1566;""D4"";""2"";1;0"
"2024-11-19 04:45:05;1;1567;""sI"";""1"";1;0"
"2024-11-19 08:09:21;1;1568;""xe"";""2"";1;1"
"2024-11-19 08:09:36;1;1569;""Bu"";""1"";1;1"
"2024-11-19 12:08:36;1;1570;""x4"";""2"";1;0"
"2024-11-19 12:09:10;1;1571;""tT"";""1"";1;0"
"2024-11-19 12:09:47;1;1572;""PP"";""2"";1;1"
"2024-11-19 23:00:59;1;1573;""xf"";""1"";1;1"
"2024-11-19 23:01:38;1;1574;""B7"";""2"";1;0"
"2024-11-19 23:02:02;1;1575;""TY"";""1"";1;0"
"2024-11-19 23:08:21;1;1576;""jA"";""2"";1;1"
"2024-11-20 10:51:38;1;1577;""hE"";""1"";1;1"
"2024-11-20 10:57:13;1;1578;""oU"";""2"";1;0"
"2024-11-20 11:12:27;1;1579;""5L"";""1"";1;0"
"2024-11-20 11:13:34;1;1580;""8h"";""2"";1;1"
"2024-11-20 11:33:23;1;1581;""H0"";""1"";1;1"
"2024-11-20 11:36:16;1;1582;""Vc"";""2"";1;0"
"2024-11-20 12:03:13;1;1583;""0w"";""1"";1;0"
"2024-11-20 12:08:08;1;1584;""gU"";""2"";1;1"
"2024-11-20 12:08:44;1;1585;""xW"";""1"";1;1"
"2024-11-20 12:18:07;1;1586;""vG"";""2"";1;0"
"2024-11-20 12:27:23;1;1587;""VC"";""1"";1;0"
"2024-11-20 12:27:39;1;1588;""eO"";""2"";1;1"
"2024-11-20 12:30:33;1;1589;""Si"";""1"";1;1"
"2024-11-20 12:46:38;1;1590;""1P"";""2"";1;0"
"2024-11-20 12:51:18;1;1591;""mN"";""1"";1;0"
"2024-11-20 13:00:16;1;1592;""wi"";""2"";1;1"
"2024-11-20 13:10:16;1;1593;""Ub"";""1"";1;1"
"2024-11-24 01:53:24;1;1594;""cD"";""2"";1;0"
"2024-11-24 01:55:40;1;1595;""rD"";""1"";1;0"
"2024-11-24 01:55:51;1;1596;""Ac"";""2"";1;1"
"2024-11-24 02:02:44;1;1597;""BP"";""1"";1;1"
"2024-11-24 02:03:43;1;1598;""dH"";""2"";1;0"
"2024-11-24 02:09:36;1;1599;""HF"";""1"";1;0"
"2024-11-24 02:10:57;1;1600;""3v"";""2"";1;1"
"2024-11-24 02:22:42;1;1601;""Xl"";""1"";1;1"
"2024-11-24 02:36:22;1;1602;""wp"";""2"";1;0"
"2024-11-24 02:53:20;1;1603;""Ub"";""1"";1;0"
"2024-11-24 02:57:06;1;1604;""Cp"";""2"";1;1"
"2024-11-24 03:00:03;1;1605;""Zk"";""1"";1;1"
"2024-11-24 03:04:52;1;1606;""Zf"";""2"";1;0"
"2024-11-24 03:17:31;1;1607;""Pt"";""1"";1;0"
"2024-11-24 03:19:24;1;1608;""1l"";""2"";1;1"
"2024-11-24 03:28:53;1;1609;""jg"";""1"";1;1"
"2024-11-24 04:14:13;1;1610;""l2"";""2"";1;0"
"2024-11-24 04:17:42;1;1611;""pb"";""1"";1;0"
"2024-11-24 04:25:36;1;1612;""sf"";""2"";1;1"
"2024-11-24 11:39:35;1;1613;""b0"";""1"";1;1"
"2024-11-24 12:07:37;1;1614;""G5"";""2"";1;0"
"2024-11-24 12:21:04;1;1615;""rj"";""1"";1;0"
"2024-11-24 22:11:09;1;1616;""Gc"";""2"";1;1"
"2024-11-24 22:12:11;1;1617;""ck"";""1"";1;1"
"2024-11-25 00:00:42;1;1618;""CQ"";""2"";1;0"
"2024-11-26 23:38:00;1;1619;""LT"";""1"";1;0"
"2024-11-27 00:38:50;1;1620;""qc"";""2"";1;1"
"2024-11-27 03:12:05;1;1621;""fe"";""1"";1;1"
"2024-11-27 03:53:48;1;1622;""XO"";""2"";1;0"
"2024-11-27 22:49:21;1;1623;""yl"";""1"";1;0"
"2024-11-27 23:15:19;1;1624;""TL"";""2"";1;1"
"2024-11-27 23:24:46;1;1625;""Dr"";""1"";1;1"
"2024-11-27 23:26:16;1;1626;""of"";""2"";1;0"
"2024-11-27 23:29:28;1;1627;""5c"";""1"";1;0"
"2024-11-27 23:30:55;1;1628;""Xd"";""2"";1;1"
"2024-11-27 23:43:19;1;1629;""3d"";""1"";1;1"
"2024-11-28 00:05:17;1;1630;""4u"";""2"";1;0"
"2024-11-28 00:08:19;1;1631;""B1"";""1"";1;0"
"2024-11-28 22:07:53;1;1632;""nv"";""2"";1;1"
"2024-11-28 22:10:00;1;1633;""zE"";""1"";1;1"
"2024-12-07 00:00:44;1;1634;""xX"";""2"";1;0"
"2024-12-07 00:40:46;1;1635;""yj"";""1"";1;0"
"2024-12-07 05:14:18;1;1636;""qH"";""2"";1;1"
"2024-12-07 05:26:28;1;1637;""9r"";""1"";1;1"
"2024-12-07 05:31:43;1;1638;""kp"";""2"";1;0"
"2024-12-07 05:38:47;1;1639;""xZ"";""1"";1;0"
"2024-12-07 05:48:10;1;1640;""A9"";""2"";1;1"
"2024-12-07 07:29:54;1;1641;""EG"";""1"";1;1"
"2024-12-07 07:49:50;1;1642;""eO"";""2"";1;0"
"2024-12-07 07:53:44;1;1643;""9X"";""1"";1;0"
"2024-12-20 21:26:35;1;1644;""sS"";""2"";1;1"
"2024-12-20 21:31:27;1;1645;""77"";""1"";1;1"
"2024-12-20 21:46:07;1;1646;""9C"";""2"";1;0"
"2024-12-20 21:48:33;1;1647;""hn"";""1"";1;0"
"2024-12-20 21:50:43;1;1648;""hC"";""2"";1;1"
"2024-12-20 22:46:11;1;1649;""Ey"";""1"";1;1"
"2024-12-20 22:49:14;1;1650;""oM"";""2"";1;0"
"2024-12-27 23:29:06;1;1651;""W3"";""1"";1;0"
"2024-12-28 01:01:27;1;1652;""g8"";""2"";1;1"
"2024-12-28 01:07:12;1;1653;""9P"";""1"";1;1"
"2024-12-28 01:20:10;1;1654;""aX"";""2"";1;0"
"2024-12-28 01:22:40;1;1655;""nj"";""1"";1;0"
"2024-12-28 01:46:57;1;1656;""ws"";""2"";1;1"
"2024-12-28 23:14:05;1;1657;""8Q"";""1"";1;1"
"2024-12-29 00:56:02;1;1658;""Nc"";""2"";1;0"
"2024-12-29 00:59:40;1;1659;""7E"";""1"";1;0"
"2024-12-29 01:11:13;1;1660;""4c"";""2"";1;1"
"2024-12-29 01:19:46;1;1661;""C8"";""1"";1;1"
"2024-12-29 02:04:40;1;1662;""Bh"";""2"";1;0"
"2024-12-29 02:08:35;1;1663;""tR"";""1"";1;0"
"2024-12-29 02:19:50;1;1664;""Kr"";""2"";1;1"
"2024-12-29 02:27:06;1;1665;""Vw"";""1"";1;1"
"2024-12-29 03:03:30;1;1666;""zP"";""2"";1;0"
"2024-12-29 03:22:21;1;1667;""og"";""1"";1;0"
"2024-12-29 08:53:25;1;1668;""re"";""2"";1;1"
"2024-12-29 08:57:39;1;1669;""5u"";""1"";1;1"
"2024-12-29 09:20:53;1;1670;""nr"";""2"";1;0"
"2024-12-29 09:36:46;1;1671;""aI"";""1"";1;0"
"2024-12-29 09:55:57;1;1672;""WO"";""2"";1;1"
"2024-12-29 09:58:17;1;1673;""Er"";""1"";1;1"
"2024-12-29 10:01:37;1;1674;""76"";""2"";1;0"
"2024-12-29 10:09:29;1;1675;""VB"";""1"";1;0"
"2024-12-29 10:22:16;1;1676;""vO"";""2"";1;1"
"2024-12-29 11:09:02;1;1677;""r7"";""1"";1;1"
"2024-12-29 11:11:55;1;1678;""s9"";""2"";1;0"
"2024-12-29 11:13:55;1;1679;""un"";""1"";1;0"
"2024-12-29 11:22:04;1;1680;""sB"";""2"";1;1"
"2024-12-29 11:25:52;1;1681;""6m"";""1"";1;1"
"2024-12-29 11:33:59;1;1682;""t6"";""2"";1;0"
"2024-12-29 11:37:26;1;1683;""EG"";""1"";1;0"
"2024-12-29 12:13:44;1;1684;""Gy"";""2"";1;1"
"2024-12-29 14:44:03;1;1685;""Ii"";""1"";1;1"
"2024-12-29 15:00:21;1;1686;""12"";""2"";1;0"
"2024-12-29 15:16:36;1;1687;""Q5"";""1"";1;0"
"2024-12-31 04:11:57;1;1688;""ck"";""2"";1;1"
"2024-12-31 04:16:06;1;1689;""At"";""1"";1;1"
"2024-12-31 04:20:41;1;1690;""K9"";""2"";1;0"
"2025-02-02 09:23:06;1;1691;""RJ"";""1"";1;0"
"2025-02-02 09:27:59;1;1692;""ni"";""2"";1;1"
"2025-02-02 09:30:14;1;1693;""eO"";""1"";1;1"
"2025-02-02 11:01:27;1;1694;""fM"";""2"";1;0"
"2025-02-02 11:21:09;1;1695;""WC"";""1"";1;0"
"2025-02-02 11:33:49;1;1696;""0j"";""2"";1;1"
"2025-02-02 12:33:12;1;1697;""DH"";""1"";1;1"
"2025-02-02 12:45:59;1;1698;""3Q"";""2"";1;0"
"2025-02-02 12:45:59;1;1699;""po"";""1"";1;0"
"2025-02-02 12:55:39;1;1700;""Qy"";""2"";1;1"
"2025-02-02 13:03:39;1;1701;""22"";""1"";1;1"
"2025-02-02 13:11:07;1;1702;""6v"";""2"";1;0"
"2025-02-02 14:09:55;1;1703;""rY"";""1"";1;0"
"2025-02-02 14:11:43;1;1704;""Zh"";""2"";1;1"
"2025-02-02 14:12:43;1;1705;""fr"";""1"";1;1"
"2025-02-02 14:24:59;1;1706;""LZ"";""2"";1;0"
"2025-02-02 17:07:32;1;1707;""mr"";""1"";1;0"
"2025-02-02 23:53:39;1;1708;""s2"";""2"";1;1"
"2025-02-03 00:40:04;1;1709;""AQ"";""1"";1;1"
"2025-02-03 00:45:45;1;1710;""L7"";""2"";1;0"
"2025-02-03 01:16:32;1;1711;""5R"";""1"";1;0"
"2025-02-03 01:22:19;1;1712;""6w"";""2"";1;1"
"2025-02-03 01:22:21;1;1713;""q8"";""1"";1;1"
"2025-02-03 01:27:00;1;1714;""23"";""2"";1;0"
"2025-02-03 01:30:00;1;1715;""90"";""1"";1;0"
"2025-02-03 01:30:48;1;1716;""Fq"";""2"";1;1"
"2025-02-03 01:41:48;1;1717;""AB"";""1"";1;1"
"2025-02-03 01:47:06;1;1718;""9v"";""2"";1;0"
"2025-02-03 01:47:24;1;1719;""KB"";""1"";1;0"
"2025-02-03 01:47:40;1;1720;""FC"";""2"";1;1"
"2025-02-03 01:49:08;1;1721;""Px"";""1"";1;1"
"2025-02-03 01:51:48;1;1722;""BR"";""2"";1;0"
"2025-02-03 01:58:57;1;1723;""dw"";""1"";1;0"
"2025-02-03 02:04:10;1;1724;""xi"";""2"";1;1"
"2025-02-03 02:09:14;1;1725;""c9"";""1"";1;1"
"2025-02-03 02:16:19;1;1726;""BJ"";""2"";1;0"
"2025-02-03 02:25:01;1;1727;""QE"";""1"";1;0"
"2025-02-03 03:32:44;1;1728;""xg"";""2"";1;1"
"2025-02-03 04:40:39;1;1729;""oP"";""1"";1;1"
"2025-02-03 04:47:43;1;1730;""g9"";""2"";1;0"
"2025-02-03 04:48:32;1;1731;""x9"";""1"";1;0"
"2025-02-03 05:08:54;1;1732;""NP"";""2"";1;1"
"2025-02-03 05:12:23;1;1733;""i8"";""1"";1;1"
"2025-02-03 05:16:52;1;1734;""bi"";""2"";1;0"
"2025-02-03 05:21:25;1;1735;""4b"";""1"";1;0"
"2025-02-03 05:21:40;1;1736;""Az"";""2"";1;1"
"2025-02-03 05:32:09;1;1737;""b6"";""1"";1;1"
"2025-02-03 05:32:12;1;1738;""G3"";""2"";1;0"
"2025-02-03 05:33:28;1;1739;""fK"";""1"";1;0"
"2025-02-03 05:33:38;1;1740;""oH"";""2"";1;1"
"2025-02-03 05:36:27;1;1741;""zJ"";""1"";1;1"
"2025-02-03 05:40:05;1;1742;""45"";""2"";1;0"
"2025-02-03 05:48:20;1;1743;""V8"";""1"";1;0"
"2025-02-03 05:48:20;1;1744;""H4"";""2"";1;1"
"2025-02-03 05:54:30;1;1745;""lM"";""1"";1;1"
"2025-02-03 06:08:10;1;1746;""Wu"";""2"";1;0"
"2025-02-03 06:14:46;1;1747;""RH"";""1"";1;0"
"2025-02-03 06:53:41;1;1748;""jh"";""2"";1;1"
"2025-02-03 07:05:48;1;1749;""L9"";""1"";1;1"
"2025-02-03 07:51:22;1;1750;""07"";""2"";1;0"
"2025-02-03 08:13:35;1;1751;""du"";""1"";1;0"
"2025-02-03 08:25:59;1;1752;""xA"";""2"";1;1"
"2025-02-03 08:50:43;1;1753;""fY"";""1"";1;1"
"2025-02-03 09:02:04;1;1754;""E8"";""2"";1;0"
"2025-02-03 10:03:26;1;1755;""Gx"";""1"";1;0"
"2025-02-03 10:10:58;1;1756;""TK"";""2"";1;1"
"2025-02-03 14:36:15;1;1757;""g4"";""1"";1;1"
"2025-02-04 01:07:48;1;1758;""k4"";""2"";1;0"
"2025-02-04 02:01:04;1;1759;""13"";""1"";1;0"
"2025-02-04 02:01:37;1;1760;""za"";""2"";1;1"
"2025-02-04 02:03:50;1;1761;""yx"";""1"";1;1"
"2025-02-04 02:46:27;1;1762;""4J"";""2"";1;0"
"2025-02-04 03:50:03;1;1763;""iA"";""1"";1;0"
"2025-02-04 03:51:04;1;1764;""6Z"";""2"";1;1"
"2025-02-04 03:51:16;1;1765;""6q"";""1"";1;1"
"2025-02-04 04:10:10;1;1766;""Nx"";""2"";1;0"
"2025-02-04 04:56:35;1;1767;""h5"";""1"";1;0"
"2025-02-04 05:44:20;1;1768;""EL"";""2"";1;1"
"2025-02-04 06:05:43;1;1769;""k1"";""1"";1;1"
"2025-02-04 12:20:37;1;1770;""tS"";""2"";1;0"
"2025-02-04 12:55:41;1;1771;""5O"";""1"";1;0"
"2025-02-04 13:01:40;1;1772;""YH"";""2"";1;1"
"2025-02-05 00:54:35;1;1773;""Wa"";""1"";1;1"
"2025-02-05 02:01:59;1;1774;""1m"";""2"";1;0"
"2025-02-05 02:26:46;1;1775;""Oe"";""1"";1;0"
"2025-02-05 02:29:14;1;1776;""bg"";""2"";1;1"
"2025-02-05 02:32:33;1;1777;""Be"";""1"";1;1"
"2025-02-05 02:38:32;1;1778;""Ah"";""2"";1;0"
"2025-02-05 02:52:18;1;1779;""Uz"";""1"";1;0"
"2025-02-05 05:15:12;1;1780;""Na"";""2"";1;1"
"2025-02-05 06:36:03;1;1781;""Bt"";""1"";1;1"
"2025-02-07 03:24:42;1;1782;""oC"";""2"";1;0"
"2025-02-07 03:44:29;1;1783;""qO"";""1"";1;0"
"2025-02-07 03:56:58;1;1784;""dD"";""2"";1;1"
"2025-02-07 05:04:13;1;1785;""Wf"";""1"";1;1"
"2025-02-07 07:49:16;1;1786;""Ee"";""2"";1;0"
"2025-02-07 08:06:31;1;1787;""Ad"";""1"";1;0"
"2025-02-07 09:28:00;1;1788;""nl"";""2"";1;1"
"2025-02-07 16:08:21;1;1789;""0A"";""1"";1;1"
"2025-02-07 16:29:12;1;1790;""CW"";""2"";1;0"
"2025-02-07 17:11:00;1;1791;""6O"";""1"";1;0"
"2025-02-07 17:39:02;1;1792;""5p"";""2"";1;1"
"2025-02-07 17:52:41;1;1793;""Rc"";""1"";1;1"
"2025-02-07 17:53:24;1;1794;""k7"";""2"";1;0"
"2025-02-07 17:53:36;1;1795;""mu"";""1"";1;0"
"2025-02-07 18:30:33;1;1796;""gz"";""2"";1;1"
"2025-02-07 18:33:09;1;1797;""yq"";""1"";1;1"
"2025-02-07 18:34:02;1;1798;""yO"";""2"";1;0"
"2025-02-07 18:56:44;1;1799;""1D"";""1"";1;0"
"2025-02-07 18:57:28;1;1800;""Ye"";""2"";1;1"
"2025-02-07 19:00:14;1;1801;""BC"";""1"";1;1"
"2025-02-07 19:54:21;1;1802;""5d"";""2"";1;0"
"2025-02-08 04:27:06;1;1803;""Mi"";""1"";1;0"
"2025-02-08 05:49:19;1;1804;""Yf"";""2"";1;1"
"2025-02-08 09:58:32;1;1805;""VX"";""1"";1;1"
"2025-02-08 12:00:09;1;1806;""hR"";""2"";1;0"
"2025-02-08 12:48:26;1;1807;""9u"";""1"";1;0"
"2025-02-08 14:30:57;1;1808;""47"";""2"";1;1"
"2025-02-08 15:27:49;1;1809;""ed"";""1"";1;1"
"2025-02-08 15:44:25;1;1810;""LB"";""2"";1;0"
"2025-02-08 16:35:15;1;1811;""J9"";""1"";1;0"
"2025-02-08 16:40:42;1;1812;""Fu"";""2"";1;1"
"2025-02-08 16:49:22;1;1813;""8u"";""1"";1;1"
"2025-02-08 17:02:37;1;1814;""Pe"";""2"";1;0"
"2025-02-08 17:03:05;1;1815;""YB"";""1"";1;0"
"2025-02-09 05:59:24;1;1816;""2i"";""2"";1;1"
"2025-02-09 07:26:03;1;1817;""eH"";""1"";1;1"
"2025-02-09 07:31:57;1;1818;""iG"";""2"";1;0"
"2025-02-09 15:18:36;1;1819;""Dy"";""1"";1;0"
"2025-02-09 15:36:31;1;1820;""Da"";""2"";1;1"
"2025-02-09 15:51:22;1;1821;""6X"";""1"";1;1"
"2025-02-10 00:57:15;1;1822;""Hi"";""2"";1;0"
"2025-02-10 02:08:45;1;1823;""Av"";""1"";1;0"
"2025-02-10 02:09:39;1;1824;""gs"";""2"";1;1"
"2025-02-10 03:19:40;1;1825;""4n"";""1"";1;1"
"2025-02-10 07:36:19;1;1826;""R5"";""2"";1;0"
"2025-02-10 07:39:09;1;1827;""bZ"";""1"";1;0"
"2025-02-10 08:58:55;1;1828;""L3"";""2"";1;1"
"2025-02-10 09:00:08;1;1829;""0h"";""1"";1;1"
"2025-02-10 13:54:28;1;1830;""l1"";""2"";1;0"
"2025-02-11 03:34:35;1;1831;""WK"";""1"";1;0"
"2025-02-11 05:55:19;1;1832;""7N"";""2"";1;1"
"2025-02-11 06:39:49;1;1833;""HS"";""1"";1;1"
"2025-02-11 06:40:07;1;1834;""qR"";""2"";1;0"
"2025-02-11 06:46:10;1;1835;""KD"";""1"";1;0"
"2025-02-11 06:57:32;1;1836;""ib"";""2"";1;1"
"2025-02-11 07:52:55;1;1837;""9z"";""1"";1;1"
"2025-02-11 08:24:31;1;1838;""bf"";""2"";1;0"
"2025-02-11 10:28:21;1;1839;""DJ"";""1"";1;0"
"2025-02-11 13:41:27;1;1840;""3F"";""2"";1;1"
"2025-02-11 15:27:57;1;1841;""qB"";""1"";1;1"
"2025-02-11 15:27:59;1;1842;""LE"";""2"";1;0"
"2025-02-11 16:16:06;1;1843;""d8"";""1"";1;0"
"2025-02-11 16:34:09;1;1844;""N1"";""2"";1;1"
"2025-02-11 16:34:21;1;1845;""n9"";""1"";1;1"
"2025-02-11 16:34:31;1;1846;""5i"";""2"";1;0"
"2025-02-11 16:34:43;1;1847;""xs"";""1"";1;0"
"2025-02-12 03:56:37;1;1848;""fL"";""2"";1;1"
"2025-02-12 04:23:41;1;1849;""HD"";""1"";1;1"
"2025-02-12 05:46:35;1;1850;""If"";""2"";1;0"
"2025-02-12 07:17:34;1;1851;""Gh"";""1"";1;0"
"2025-02-12 07:46:27;1;1852;""rA"";""2"";1;1"
"2025-02-12 08:00:12;1;1853;""Ns"";""1"";1;1"
"2025-02-12 08:01:32;1;1854;""Q9"";""2"";1;0"
"2025-02-12 08:21:50;1;1855;""iy"";""1"";1;0"
"2025-02-12 09:55:44;1;1856;""Xb"";""2"";1;1"
"2025-02-12 11:13:33;1;1857;""Js"";""1"";1;1"
"2025-02-12 12:01:49;1;1858;""8P"";""2"";1;0"
"2025-02-12 12:05:51;1;1859;""et"";""1"";1;0"
"2025-02-12 12:26:36;1;1860;""ZQ"";""2"";1;1"
"2025-02-12 12:37:36;1;1861;""Vm"";""1"";1;1"
"2025-02-12 13:08:32;1;1862;""6G"";""2"";1;0"
"2025-02-12 13:12:29;1;1863;""15"";""1"";1;0"
"2025-02-12 13:12:30;1;1864;""U5"";""2"";1;1"
"2025-02-12 13:14:11;1;1865;""8S"";""1"";1;1"
"2025-02-12 13:14:24;1;1866;""4O"";""2"";1;0"
"2025-02-12 13:19:48;1;1867;""qN"";""1"";1;0"
"2025-02-12 13:20:44;1;1868;""i7"";""2"";1;1"
"2025-02-12 13:20:49;1;1869;""af"";""1"";1;1"
"2025-02-12 13:21:18;1;1870;""VQ"";""2"";1;0"
"2025-02-12 13:23:27;1;1871;""a4"";""1"";1;0"
"2025-02-12 13:24:17;1;1872;""oZ"";""2"";1;1"
"2025-02-12 13:27:54;1;1873;""Ki"";""1"";1;1"
"2025-02-12 13:31:42;1;1874;""1f"";""2"";1;0"
"2025-02-12 13:35:33;1;1875;""1w"";""1"";1;0"
"2025-02-12 13:39:24;1;1876;""m8"";""2"";1;1"
"2025-02-12 13:43:57;1;1877;""q3"";""1"";1;1"
"2025-02-12 13:46:32;1;1878;""hw"";""2"";1;0"
"2025-02-12 13:46:59;1;1879;""Ik"";""1"";1;0"
"2025-02-12 13:50:54;1;1880;""FO"";""2"";1;1"
"2025-02-12 13:50:59;1;1881;""Zb"";""1"";1;1"
"2025-02-12 13:51:42;1;1882;""C1"";""2"";1;0"
"2025-02-12 13:52:21;1;1883;""KY"";""1"";1;0"
"2025-02-12 13:55:25;1;1884;""5z"";""2"";1;1"
"2025-02-12 13:58:13;1;1885;""JW"";""1"";1;1"
"2025-02-12 14:04:30;1;1886;""RW"";""2"";1;0"
"2025-02-12 14:04:31;1;1887;""9k"";""1"";1;0"
"2025-02-12 14:38:04;1;1888;""a3"";""2"";1;1"
"2025-02-12 14:51:40;1;1889;""Pn"";""1"";1;1"
"2025-02-12 15:31:40;1;1890;""EA"";""2"";1;0"
"2025-02-12 15:49:06;1;1891;""M5"";""1"";1;0"
"2025-02-12 16:35:00;1;1892;""JF"";""2"";1;1"
"2025-02-12 17:59:28;1;1893;""Wy"";""1"";1;1"
"2025-02-12 17:59:36;1;1894;""c3"";""2"";1;0"
"2025-02-12 18:15:32;1;1895;""rK"";""1"";1;0"
"2025-02-12 18:15:39;1;1896;""UQ"";""2"";1;1"
"2025-02-12 18:32:05;1;1897;""h1"";""1"";1;1"
"2025-02-12 18:33:49;1;1898;""e3"";""2"";1;0"
"2025-02-12 18:45:29;1;1899;""ZT"";""1"";1;0"
"2025-02-12 18:54:20;1;1900;""w5"";""2"";1;1"
"2025-02-12 18:55:59;1;1901;""0f"";""1"";1;1"
"2025-02-12 19:12:20;1;1902;""hX"";""2"";1;0"
"2025-02-12 19:12:32;1;1903;""st"";""1"";1;0"
"2025-02-12 19:30:55;1;1904;""tE"";""2"";1;1"
"2025-02-12 19:31:04;1;1905;""tI"";""1"";1;1"
"2025-02-12 22:01:29;1;1906;""fI"";""2"";1;0"
"2025-02-12 22:01:40;1;1907;""Rr"";""1"";1;0"
"2025-02-12 22:14:00;1;1908;""SA"";""2"";1;1"
"2025-02-12 22:17:46;1;1909;""a1"";""1"";1;1"
"2025-02-12 22:19:10;1;1910;""y5"";""2"";1;0"
"2025-02-12 22:27:45;1;1911;""XY"";""1"";1;0"
"2025-02-12 22:28:25;1;1912;""XH"";""2"";1;1"
"2025-02-12 22:37:05;1;1913;""Rl"";""1"";1;1"
"2025-02-13 02:55:38;1;1914;""um"";""2"";1;0"
"2025-02-13 03:03:51;1;1915;""FA"";""1"";1;0"
"2025-02-13 06:38:32;1;1916;""s8"";""2"";1;1"
"2025-02-13 06:49:49;1;1917;""6c"";""1"";1;1"
"2025-02-13 06:51:44;1;1918;""p6"";""2"";1;0"
"2025-02-13 06:54:13;1;1919;""jO"";""1"";1;0"
"2025-02-13 07:08:11;1;1920;""Ur"";""2"";1;1"
