"gr;""id"";""lang"";""ts"";""round"";""trx"";""sec"";""pos"";""activity"";""price"";""crypto"";""fiat"";""crypto_prev"";""fiat_prev"";""sell"";""buy"";""buy_prev"";""t_gain"";""t_tax"";""t_gain_net"";""r_gain"";""r_gain_prev"";""r_tax"";""r_tax_prev"";""r_gain_net"";""tax_disclos"";""tax_discre"";""audit"";""penalty"";""r_gain_final"";""num"""
"1;""sD"";1;""2024-10-08 02:20:28"";5;5;11;""b"";""selling"";824562;0.0;808071;0.98;0;824562;1026642;1026642;-202080;0;-202080;797840;999920;159568;199984;638272;159568;0;0;0;638272;130"
"1;""0P"";1;""2024-10-08 07:33:09"";2;2;17;""s"";""buying"";492280;0.82;0;0.0;402397;0;492280;492280;0;0;0;402397;402397;80479;80479;321918;0;80479;0;0;402397;131"
"1;""DT"";1;""2024-10-08 01:53:44"";10;2;35;""s"";""buying"";927797;0.98;0;0.0;907394;0;927797;927797;0;0;0;907394;907394;181478;181478;725916;0;181478;0;0;907394;132"
"1;""0P"";1;""2024-10-08 07:33:17"";2;3;12;""b"";""selling"";520496;0.0;426807;0.82;0;520496;492280;492280;28216;5643;22573;430613;402397;86122;80479;344491;0;86122;0;0;430613;133"
"1;""sD"";1;""2024-10-08 02:20:50"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134"
"2;""oI"";1;""2024-10-08 01:53:46"";8;3;19;""b"";""selling"";646980;0.0;549933;0.85;0;646980;619878;619878;27102;5420;21682;550946;523844;110189;104768;440757;0;110189;0;0;550946;135"
"1;""0P"";1;""2024-10-08 07:33:20"";2;4;10;""s"";""buying"";506449;0.84;0;0.0;426807;0;506449;506449;0;0;0;430613;430613;86122;86122;344491;0;86122;0;0;430613;136"
"1;""7T"";1;""2024-10-08 02:51:05"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137"
"2;""oI"";1;""2024-10-08 01:53:47"";8;4;17;""s"";""buying"";592204;0.93;0;0.0;549933;0;592204;592204;0;0;0;550946;550946;110189;110189;440757;0;110189;0;0;550946;138"
"1;""7T"";1;""2024-10-08 02:53:20"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139"
"1;""0P"";1;""2024-10-08 07:33:26"";2;5;7;""b"";""selling"";516772;0.0;434088;0.84;0;516772;506449;506449;10323;2064;8259;440936;430613;88187;86122;352749;45000;43187;0;0;395936;140"
"2;""oI"";1;""2024-10-08 01:53:53"";8;5;12;""b"";""selling"";673339;0.0;626205;0.93;0;673339;592204;592204;81135;16227;64908;632081;550946;126416;110189;505665;126416;0;0;0;505665;141"
"1;""7T"";1;""2024-10-08 02:53:35"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142"
"1;""0P"";1;""2024-10-08 07:34:06"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143"
"1;""DT"";1;""2024-10-08 01:54:02"";10;3;17;""b"";""selling"";1099087;0.0;1077105;0.98;0;1099087;927797;927797;171290;34258;137032;1078684;907394;215736;181478;862948;0;215736;0;0;1078684;144"
"1;""7T"";1;""2024-10-08 02:54:26"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145"
"1;""eo"";1;""2024-10-08 07:57:24"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146"
"1;""0P"";1;""2024-10-08 07:34:23"";3;1;26;""b"";""selling"";805254;0.0;805254;1.0;0;805254;0;0;805254;161050;644204;805254;0;161050;0;644204;0;161050;0;0;805254;147"
"1;""DT"";1;""2024-10-08 01:54:08"";10;4;11;""s"";""buying"";1105361;0.97;0;0.0;1077105;0;1105361;1105361;0;0;0;1078684;1078684;215736;215736;862948;0;215736;0;0;1078684;148"
"1;""7T"";1;""2024-10-08 02:54:39"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149"
"2;""dV"";1;""2024-10-08 09:44:53"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150"
"1;""0P"";1;""2024-10-08 07:34:35"";3;2;17;""s"";""buying"";820900;0.98;0;0.0;805254;0;820900;820900;0;0;0;805254;805254;161050;161050;644204;0;161050;0;0;805254;151"
"1;""DT"";1;""2024-10-08 01:54:09"";10;5;10;""b"";""selling"";1124635;0.0;1090896;0.97;0;1124635;1105361;1105361;19274;3854;15420;1097958;1078684;219591;215736;878367;219592;-1;0;0;878366;152"
"1;""7T"";1;""2024-10-08 02:55:29"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;153"
"2;""DL"";1;""2024-10-08 21:16:15"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154"
"1;""0P"";1;""2024-10-08 07:34:58"";3;3;1;""b"";""selling"";908176;0.0;890012;0.98;0;908176;820900;820900;87276;17455;69821;892530;805254;178506;161050;714024;78678;99828;0;0;813852;155"
"2;""oI"";1;""2024-10-08 01:54:19"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156"
"2;""DL"";1;""2024-10-08 21:18:58"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157"
"1;""7T"";1;""2024-10-08 02:56:30"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;158"
"1;""0P"";1;""2024-10-08 07:35:24"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159"
"2;""oI"";1;""2024-10-08 01:54:19"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160"
"2;""DL"";1;""2024-10-08 21:19:38"";1;1;7;""b"";""selling"";363207;0.0;363207;1.0;0;363207;0;0;363207;72641;290566;363207;0;72641;0;290566;363207;-290566;0;0;0;161"
"1;""7T"";1;""2024-10-08 02:57:21"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162"
"1;""0P"";1;""2024-10-08 07:35:32"";4;1;34;""b"";""selling"";947764;0.0;947764;1.0;0;947764;0;0;947764;189552;758212;947764;0;189552;0;758212;0;189552;0;0;947764;163"
"2;""DL"";1;""2024-10-08 21:20:59"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164"
"1;""7T"";1;""2024-10-08 02:58:10"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165"
"1;""DT"";1;""2024-10-08 01:54:36"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166"
"2;""DL"";1;""2024-10-08 21:22:11"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167"
"1;""0P"";1;""2024-10-08 07:35:46"";4;2;21;""s"";""buying"";951915;1.0;0;0.0;947764;0;951915;951915;0;0;0;947764;947764;189552;189552;758212;0;189552;0;0;947764;168"
"2;""oI"";1;""2024-10-08 01:54:45"";10;1;16;""b"";""selling"";1091282;0.0;1091282;1.0;0;1091282;0;0;1091282;218256;873026;1091282;0;218256;0;873026;0;218256;0;0;1091282;169"
"1;""7T"";1;""2024-10-08 02:58:56"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170"
"2;""DL"";1;""2024-10-08 21:23:35"";4;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171"
"1;""0P"";1;""2024-10-08 07:35:52"";4;3;17;""b"";""selling"";1051817;0.0;1051817;1.0;0;1051817;951915;951915;99902;19980;79922;1047666;947764;209533;189552;838133;0;209533;0;0;1047666;172"
"1;""7T"";1;""2024-10-08 02:59:43"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173"
"2;""oI"";1;""2024-10-08 01:54:47"";10;2;13;""s"";""buying"";1111121;0.98;0;0.0;1091282;0;1111121;1111121;0;0;0;1091282;1091282;218256;218256;873026;0;218256;0;0;1091282;174"
"2;""DL"";1;""2024-10-08 21:24:06"";4;1;13;""b"";""selling"";1147817;0.0;1147817;1.0;0;1147817;0;0;1147817;229563;918254;1147817;0;229563;0;918254;1147817;-918254;0;0;0;175"
"1;""7T"";1;""2024-10-08 03:00:30"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;176"
"1;""0P"";1;""2024-10-08 07:36:10"";4;4;4;""s"";""buying"";1138262;0.92;0;0.0;1051817;0;1138262;1138262;0;0;0;1047666;1047666;209533;209533;838133;0;209533;0;0;1047666;177"
"1;""DT"";1;""2024-10-08 01:54:49"";11;1;28;""b"";""selling"";1068084;0.0;1068084;1.0;0;1068084;0;0;1068084;213616;854468;1068084;0;213616;0;854468;0;213616;0;0;1068084;178"
"2;""DL"";1;""2024-10-08 21:25:32"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179"
"1;""7T"";1;""2024-10-08 03:01:19"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180"
"1;""0P"";1;""2024-10-08 07:36:14"";4;5;1;""b"";""selling"";1005170;0.0;924756;0.92;0;1005170;1138262;1138262;-133092;0;-133092;914574;1047666;182914;209533;731660;130200;52714;0;0;784374;181"
"1;""DT"";1;""2024-10-08 01:54:52"";11;2;25;""s"";""buying"";1094899;0.98;0;0.0;1068084;0;1094899;1094899;0;0;0;1068084;1068084;213616;213616;854468;0;213616;0;0;1068084;182"
"2;""DL"";1;""2024-10-08 21:26:57"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183"
"1;""0P"";1;""2024-10-08 07:36:55"";5;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184"
"1;""7T"";1;""2024-10-08 03:02:15"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;185"
"2;""oI"";1;""2024-10-08 01:54:59"";10;3;2;""b"";""selling"";1141053;0.0;1118232;0.98;0;1141053;1111121;1111121;29932;5986;23946;1121214;1091282;224242;218256;896972;224242;0;0;0;896972;186"
"2;""DL"";1;""2024-10-08 21:27:43"";6;1;6;""b"";""selling"";724313;0.0;724313;1.0;0;724313;0;0;724313;144862;579451;724313;0;144862;0;579451;724313;-579451;0;0;0;187"
"1;""0P"";1;""2024-10-08 07:37:12"";5;1;25;""b"";""selling"";972932;0.0;972932;1.0;0;972932;0;0;972932;194586;778346;972932;0;194586;0;778346;0;194586;0;0;972932;188"
"1;""7T"";1;""2024-10-08 03:03:23"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189"
"2;""oI"";1;""2024-10-08 01:55:14"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190"
"2;""DL"";1;""2024-10-08 21:28:26"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191"
"1;""0P"";1;""2024-10-08 07:37:16"";5;2;22;""s"";""buying"";848699;1.15;0;0.0;972932;0;848699;848699;0;0;0;972932;972932;194586;194586;778346;0;194586;0;0;972932;192"
"1;""7T"";1;""2024-10-08 03:04:10"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193"
"2;""DL"";1;""2024-10-08 21:29:41"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194"
"1;""DT"";1;""2024-10-08 01:55:16"";11;3;1;""b"";""selling"";1138418;0.0;1115650;0.98;0;1138418;1094899;1094899;43519;8703;34816;1111603;1068084;222320;213616;889283;222321;-1;0;0;889282;195"
"2;""bX"";1;""2024-10-08 03:15:01"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196"
"1;""0P"";1;""2024-10-08 07:37:30"";5;3;12;""b"";""selling"";815150;0.0;937422;1.15;0;815150;848699;848699;-33549;0;-33549;939383;972932;187876;194586;751507;0;187876;0;0;939383;197"
"2;""DL"";1;""2024-10-08 21:30:21"";8;1;10;""b"";""selling"";727178;0.0;727178;1.0;0;727178;0;0;727178;145435;581743;727178;0;145435;0;581743;727178;-581743;0;0;0;198"
"1;""DT"";1;""2024-10-08 01:55:33"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199"
"1;""0P"";1;""2024-10-08 07:37:41"";5;4;6;""s"";""buying"";832176;1.13;0;0.0;937422;0;832176;832176;0;0;0;939383;939383;187876;187876;751507;0;187876;0;0;939383;200"
"2;""DL"";1;""2024-10-08 21:31:30"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201"
"2;""oI"";1;""2024-10-08 01:55:34"";11;1;21;""b"";""selling"";1093827;0.0;1093827;1.0;0;1093827;0;0;1093827;218765;875062;1093827;0;218765;0;875062;0;218765;0;0;1093827;202"
"1;""0P"";1;""2024-10-08 07:37:51"";5;5;1;""b"";""selling"";804753;0.0;909371;1.13;0;804753;832176;832176;-27423;0;-27423;911960;939383;182392;187876;729568;28098;154294;0;0;883862;203"
"2;""DL"";1;""2024-10-08 21:32:47"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204"
"2;""oI"";1;""2024-10-08 01:55:36"";11;2;19;""s"";""buying"";1024619;1.07;0;0.0;1093827;0;1024619;1024619;0;0;0;1093827;1093827;218765;218765;875062;0;218765;0;0;1093827;205"
"1;""0P"";1;""2024-10-08 07:38:15"";6;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206"
"2;""DL"";1;""2024-10-08 21:34:06"";11;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207"
"1;""DT"";1;""2024-10-08 01:55:37"";12;1;38;""b"";""selling"";1395030;0.0;1395030;1.0;0;1395030;0;0;1395030;279006;1116024;1395030;0;279006;0;1116024;0;279006;0;0;1395030;208"
"1;""0P"";1;""2024-10-08 07:38:22"";6;1;36;""b"";""selling"";875779;0.0;875779;1.0;0;875779;0;0;875779;175155;700624;875779;0;175155;0;700624;0;175155;0;0;875779;209"
"2;""DL"";1;""2024-10-08 21:35:00"";11;1;2;""b"";""selling"";1129636;0.0;1129636;1.0;0;1129636;0;0;1129636;225927;903709;1129636;0;225927;0;903709;1129636;-903709;1;0;903709;210"
"1;""0P"";1;""2024-10-08 07:38:25"";6;2;32;""s"";""buying"";849199;1.03;0;0.0;875779;0;849199;849199;0;0;0;875779;875779;175155;175155;700624;0;175155;0;0;875779;211"
"1;""DT"";1;""2024-10-08 01:55:41"";12;2;34;""s"";""buying"";1483375;0.94;0;0.0;1395030;0;1483375;1483375;0;0;0;1395030;1395030;279006;279006;1116024;0;279006;0;0;1395030;212"
"2;""DL"";1;""2024-10-08 21:36:17"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;213"
"1;""0P"";1;""2024-10-08 07:38:56"";6;3;9;""b"";""selling"";756435;0.0;779128;1.03;0;756435;849199;849199;-92764;0;-92764;783015;875779;156603;175155;626412;0;156603;0;0;783015;214"
"2;""oI"";1;""2024-10-08 01:55:46"";11;3;9;""b"";""selling"";1054933;0.0;1128778;1.07;0;1054933;1024619;1024619;30314;6062;24252;1124141;1093827;224828;218765;899313;0;224828;0;0;1124141;215"
"2;""DL"";1;""2024-10-08 21:37:38"";13;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216"
"2;""DL"";1;""2024-10-08 21:38:47"";14;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217"
"1;""0P"";1;""2024-10-08 07:39:02"";6;4;6;""s"";""buying"";727812;1.07;0;0.0;779128;0;727812;727812;0;0;0;783015;783015;156603;156603;626412;0;156603;0;0;783015;218"
"2;""DL"";1;""2024-10-08 21:40:08"";15;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219"
"2;""oI"";1;""2024-10-08 01:55:49"";11;4;6;""s"";""buying"";1060441;1.06;0;0.0;1128778;0;1060441;1060441;0;0;0;1124141;1124141;224828;224828;899313;0;224828;0;0;1124141;220"
"1;""0P"";1;""2024-10-08 07:39:11"";6;5;0;""b"";""selling"";693248;0.0;741775;1.07;0;693248;727812;727812;-34564;0;-34564;748451;783015;149690;156603;598761;1050;148640;0;0;747401;221"
"2;""DL"";1;""2024-10-08 21:40:16"";15;1;33;""b"";""selling"";5224652;0.0;5224652;1.0;0;5224652;0;0;5224652;1044930;4179722;5224652;0;1044930;0;4179722;0;1044930;0;0;5224652;222"
"1;""DT"";1;""2024-10-08 01:55:52"";12;3;22;""b"";""selling"";1780401;0.0;1673577;0.94;0;1780401;1483375;1483375;297026;59405;237621;1692056;1395030;338411;279006;1353645;0;338411;0;0;1692056;223"
"2;""DL"";1;""2024-10-08 21:40:25"";15;2;24;""s"";""buying"";5887089;0.89;0;0.0;5224652;0;5887089;5887089;0;0;0;5224652;5224652;1044930;1044930;4179722;0;1044930;0;0;5224652;224"
"1;""0P"";1;""2024-10-08 07:39:38"";7;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225"
"2;""oI"";1;""2024-10-08 01:55:53"";11;5;2;""b"";""selling"";1129636;0.0;1197414;1.06;0;1129636;1060441;1060441;69195;13839;55356;1193336;1124141;238667;224828;954669;238667;0;0;0;954669;226"
"2;""DL"";1;""2024-10-08 21:40:29"";15;3;22;""b"";""selling"";5834665;0.0;5192852;0.89;0;5834665;5887089;5887089;-52424;0;-52424;5172228;5224652;1034445;1044930;4137783;5172228;-4137783;0;0;0;227"
"1;""0P"";1;""2024-10-08 07:39:44"";7;1;37;""b"";""selling"";787907;0.0;787907;1.0;0;787907;0;0;787907;157581;630326;787907;0;157581;0;630326;0;157581;0;0;787907;228"
"2;""5u"";1;""2024-10-09 04:05:15"";0;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229"
"1;""0P"";1;""2024-10-08 07:40:00"";7;2;22;""s"";""buying"";844543;0.93;0;0.0;787907;0;844543;844543;0;0;0;787907;787907;157581;157581;630326;0;157581;0;0;787907;230"
"2;""5u"";1;""2024-10-09 04:08:52"";0;1;15;""b"";""selling"";1041013;0.0;1041013;1.0;0;1041013;0;0;1041013;208202;832811;1041013;0;208202;0;832811;0;208202;0;0;1041013;231"
"1;""0P"";1;""2024-10-08 07:40:09"";7;3;16;""b"";""selling"";950899;0.0;884336;0.93;0;950899;844543;844543;106356;21271;85085;894263;787907;178852;157581;715411;0;178852;0;0;894263;232"
"2;""5u"";1;""2024-10-09 04:09:16"";0;2;1;""s"";""buying"";811897;1.28;0;0.0;1041013;0;811897;811897;0;0;0;1041013;1041013;208202;208202;832811;25900;182302;0;0;1015113;233"
"1;""0P"";1;""2024-10-08 07:40:25"";7;4;5;""s"";""buying"";1011667;0.87;0;0.0;884336;0;1011667;1011667;0;0;0;894263;894263;178852;178852;715411;0;178852;0;0;894263;234"
"2;""5u"";1;""2024-10-09 04:11:46"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235"
"1;""0P"";1;""2024-10-08 07:40:30"";7;5;2;""b"";""selling"";1032605;0.0;898366;0.87;0;1032605;1011667;1011667;20938;4187;16751;915201;894263;183040;178852;732161;85600;97440;0;0;829601;236"
"1;""0P"";1;""2024-10-08 07:41:13"";8;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237"
"2;""5u"";1;""2024-10-09 04:12:23"";1;1;11;""b"";""selling"";367120;0.0;367120;1.0;0;367120;0;0;367120;73424;293696;367120;0;73424;0;293696;73424;0;0;0;293696;238"
"1;""0P"";1;""2024-10-08 07:41:19"";8;1;36;""b"";""selling"";790973;0.0;790973;1.0;0;790973;0;0;790973;158194;632779;790973;0;158194;0;632779;0;158194;0;0;790973;239"
"2;""bX"";1;""2024-10-08 03:19:18"";1;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240"
"2;""5u"";1;""2024-10-09 04:14:50"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241"
"1;""0P"";1;""2024-10-08 07:41:42"";8;2;13;""s"";""buying"";643864;1.23;0;0.0;790973;0;643864;643864;0;0;0;790973;790973;158194;158194;632779;0;158194;0;0;790973;242"
"2;""bX"";1;""2024-10-08 03:19:58"";1;1;3;""b"";""selling"";367384;0.0;367384;1.0;0;367384;0;0;367384;73476;293908;367384;0;73476;0;293908;20000;53476;1;106952;186956;243"
"1;""0P"";1;""2024-10-08 07:41:54"";8;3;6;""b"";""selling"";717641;0.0;882698;1.23;0;717641;643864;643864;73777;14755;59022;864750;790973;172950;158194;691800;21069;151881;0;0;843681;244"
"2;""5u"";1;""2024-10-09 04:15:15"";2;1;17;""b"";""selling"";492280;0.0;492280;1.0;0;492280;0;0;492280;98456;393824;492280;0;98456;0;393824;0;98456;0;0;492280;245"
"2;""bX"";1;""2024-10-08 03:20:21"";2;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246"
"1;""0P"";1;""2024-10-08 07:42:30"";9;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247"
"2;""5u"";1;""2024-10-09 04:15:37"";2;2;4;""s"";""buying"";523556;0.94;0;0.0;492280;0;523556;523556;0;0;0;492280;492280;98456;98456;393824;0;98456;0;0;492280;248"
"2;""bX"";1;""2024-10-08 03:20:40"";2;1;22;""b"";""selling"";410666;0.0;410666;1.0;0;410666;0;0;410666;82133;328533;410666;0;82133;0;328533;0;82133;0;0;410666;249"
"1;""0P"";1;""2024-10-08 07:42:46"";9;1;27;""b"";""selling"";972658;0.0;972658;1.0;0;972658;0;0;972658;194531;778127;972658;0;194531;0;778127;0;194531;0;0;972658;250"
"2;""5u"";1;""2024-10-09 04:15:39"";2;3;3;""b"";""selling"";525194;0.0;493682;0.94;0;525194;523556;523556;1638;327;1311;493918;492280;98783;98456;395135;100000;-1217;0;0;393918;251"
"2;""bX"";1;""2024-10-08 03:21:01"";2;2;4;""s"";""buying"";525194;0.78;0;0.0;410666;0;525194;525194;0;0;0;410666;410666;82133;82133;328533;0;82133;0;0;410666;252"
"2;""5u"";1;""2024-10-09 04:16:26"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253"
"1;""0P"";1;""2024-10-08 07:43:12"";9;2;9;""s"";""buying"";980064;0.99;0;0.0;972658;0;980064;980064;0;0;0;972658;972658;194531;194531;778127;3298;191233;0;0;969360;254"
"2;""bX"";1;""2024-10-08 03:21:02"";2;3;2;""b"";""selling"";530381;0.0;413697;0.78;0;530381;525194;525194;5187;1037;4150;415853;410666;83170;82133;332683;50000;33170;1;66340;266343;255"
"2;""5u"";1;""2024-10-09 04:16:30"";3;1;37;""b"";""selling"";799442;0.0;799442;1.0;0;799442;0;0;799442;159888;639554;799442;0;159888;0;639554;0;159888;0;0;799442;256"
"2;""bX"";1;""2024-10-08 03:21:15"";3;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257"
"1;""0P"";1;""2024-10-08 07:43:59"";10;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258"
"1;""DT"";1;""2024-10-08 01:56:01"";12;4;14;""s"";""buying"";1710840;0.98;0;0.0;1673577;0;1710840;1710840;0;0;0;1692056;1692056;338411;338411;1353645;0;338411;0;0;1692056;259"
"2;""bX"";1;""2024-10-08 03:21:32"";3;1;25;""b"";""selling"";867322;0.0;867322;1.0;0;867322;0;0;867322;173464;693858;867322;0;173464;0;693858;0;173464;0;0;867322;260"
"1;""0P"";1;""2024-10-08 07:44:05"";10;1;37;""b"";""selling"";925228;0.0;925228;1.0;0;925228;0;0;925228;185045;740183;925228;0;185045;0;740183;0;185045;0;0;925228;261"
"2;""5u"";1;""2024-10-09 04:16:36"";3;2;31;""s"";""buying"";797831;1.0;0;0.0;799442;0;797831;797831;0;0;0;799442;799442;159888;159888;639554;0;159888;0;0;799442;262"
"2;""oI"";1;""2024-10-08 01:56:10"";12;0;0;""s"";""buying"";0;1.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263"
"2;""bX"";1;""2024-10-08 03:21:42"";3;2;16;""s"";""buying"";770777;1.13;0;0.0;867322;0;770777;770777;0;0;0;867322;867322;173464;173464;693858;0;173464;0;0;867322;264"
"1;""0P"";1;""2024-10-08 07:44:14"";10;2;27;""s"";""buying"";915139;1.01;0;0.0;925228;0;915139;915139;0;0;0;925228;925228;185045;185045;740183;0;185045;0;0;925228;265"
"1;""DT"";1;""2024-10-08 01:56:11"";12;5;4;""b"";""selling"";1919163;0.0;1880780;0.98;0;1919163;1710840;1710840;208323;41664;166659;1900379;1692056;380075;338411;1520304;380076;-1;0;0;1520303;266"
"2;""5u"";1;""2024-10-09 04:16:43"";3;3;25;""b"";""selling"";867322;0.0;867322;1.0;0;867322;797831;797831;69491;13898;55593;868933;799442;173786;159888;695147;0;173786;0;0;868933;267"
"2;""bX"";1;""2024-10-08 03:21:52"";3;3;6;""b"";""selling"";869383;0.0;982403;1.13;0;869383;770777;770777;98606;19721;78885;965928;867322;193185;173464;772743;0;193185;0;0;965928;268"
"1;""0P"";1;""2024-10-08 07:44:23"";10;3;19;""b"";""selling"";967711;0.0;977388;1.01;0;967711;915139;915139;52572;10514;42058;977800;925228;195560;185045;782240;0;195560;0;0;977800;269"
